0	13.00000	0.00611
0	12.95515	0.00598
0	12.82294	0.00884
0	12.60883	0.0182
0	12.31893	0.03549
0	11.95974	0.0611
0	11.53776	0.09542
0	11.05949	0.13832
0	10.53234	0.18928
0	9.96320	0.24765
0	9.35948	0.31252
0	8.72872	0.38051
0	8.07833	0.44954
0	7.41624	0.51727
0	6.74960	0.58175
0	6.08556	0.64025
0	5.43088	0.6903
0	4.7918	0.72982
0	4.17365	0.75699
0	3.58228	0.77025
0	3.02328	0.76843
0	2.50172	0.75062
0	2.0215	0.7163
0	1.586	0.6656
0	1.1986	0.59969
0	0.8619	0.52026
0	0.57824	0.42926
0	0.34931	0.32994
0	0.17641	0.22672
0	0.06136	0.12454
0	0.00546	0.02223
0	0.00039	0.00221
0	0.00000	0.00000
0	0.00078	-0.00273
0	0.00325	-0.01105
0	0.00728	-0.02327
0	0.013	-0.03809
0	0.02028	-0.05226
0	0.02912	-0.06318
0	0.03965	-0.07137
0	0.05174	-0.08021
0	0.06552	-0.08996
0	0.08086	-0.09945
0	0.09776	-0.10855
0	0.11635	-0.11752
0	0.13637	-0.12662
0	0.15808	-0.13585
0	0.18135	-0.14456
0	0.20631	-0.15327
0	0.2327	-0.16185
0	0.26065	-0.1703
0	0.29029	-0.17862
0	0.32136	-0.18681
0	0.35399	-0.19487
0	0.38805	-0.20267
0	0.4238	-0.21047
0	0.46098	-0.21801
0	0.49972	-0.22542
0	0.53989	-0.2327
0	0.58162	-0.23972
0	0.62478	-0.24661
0	0.66937	-0.25324
0	0.71552	-0.25974
0	0.76297	-0.26598
0	0.81198	-0.27222
0	0.86229	-0.27807
0	0.91403	-0.28379
0	0.9672	-0.28951
0	1.0218	-0.29484
0	1.0777	-0.30017
0	1.13503	-0.30524
0	1.19353	-0.31018
0	1.25346	-0.31486
0	1.31469	-0.31941
0	1.37722	-0.3237
0	1.44105	-0.32799
0	1.50605	-0.33202
0	1.57235	-0.33592
0	1.63995	-0.33969
0	1.70872	-0.34307
0	1.77866	-0.34632
0	1.84977	-0.3497
0	1.92205	-0.35282
0	1.99537	-0.35581
0	2.06986	-0.35854
0	2.14552	-0.36127
0	2.22235	-0.36361
0	2.37887	-0.36842
0	2.53968	-0.37245
0	2.70439	-0.37596
0	2.87287	-0.37908
0	3.04486	-0.38181
0	3.22036	-0.38376
0	3.39924	-0.38532
0	3.58111	-0.38649
0	3.76597	-0.38714
0	3.95343	-0.38753
0	4.14349	-0.38727
0	4.33589	-0.38675
0	4.5305	-0.38584
0	4.72693	-0.38454
0	4.92531	-0.38285
0	5.12512	-0.38064
0	5.32636	-0.37817
0	5.52877	-0.37518
0	5.73222	-0.37193
0	5.93632	-0.36816
0	6.14107	-0.36426
0	6.34608	-0.35984
0	6.55135	-0.35503
0	6.75649	-0.34983
0	6.96137	-0.3445
0	7.16586	-0.33865
0	7.36957	-0.33254
0	7.5725	-0.32591
0	7.77439	-0.31928
0	7.97498	-0.31226
0	8.17401	-0.30511
0	8.37148	-0.29757
0	8.56713	-0.2899
0	8.76057	-0.28197
0	8.9518	-0.27365
0	9.14069	-0.26533
0	9.32685	-0.25688
0	9.51028	-0.24817
0	9.69059	-0.23946
0	9.86778	-0.23062
0	10.04159	-0.22139
0	10.21189	-0.21203
0	10.37855	-0.20215
0	10.54118	-0.19227
0	10.69991	-0.18239
0	10.85448	-0.17212
0	11.00463	-0.16211
0	11.15023	-0.15197
0	11.29128	-0.14183
0	11.42765	-0.13182
0	11.55895	-0.12207
0	11.68531	-0.11258
0	11.80647	-0.10309
0	11.9223	-0.09399
0	12.0328	-0.08528
0	12.13771	-0.07683
0	12.23703	-0.0689
0	12.33063	-0.06123
0	12.41838	-0.05395
0	12.50028	-0.04732
0	12.5762	-0.04108
0	12.64601	-0.03536
0	12.70984	-0.03016
0	12.7673	-0.02509
0	12.81865	-0.02093
0	12.86363	-0.01703
0	12.90224	-0.01391
0	12.93448	-0.01131
0	12.96035	-0.00923
0	12.97972	-0.00767
0	12.99272	-0.00663
0	12.99675	-0.00637
0	12.99922	-0.00624
0	13.00000	-0.00611
